file_name,dataset_number,dataset_name,source_id,cell_unid,retina_id,animal_id,side,fr_per_current_mean,fr_per_current_sem,inj_current,n_epochs_per_current,stim_time_s,cell_name,cell_type,cc_quality,extra_mp,orientation,feeding_condition,cell_number,x,y,quadrant
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0,0,-52,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0,0,-39,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0,0,-29,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0,0,-22,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0.666666666666667,0.816496580927726,-16,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0,0,-12,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0,0,-9,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0,0,-7,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0,0,-5,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,3.33333333333333,2.16024689946929,5,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0,0,7,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0.666666666666667,0.816496580927726,9,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,3.33333333333333,2.94392028877595,12,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,0.666666666666667,0.816496580927726,16,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,1.33333333333333,0.816496580927726,22,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,5.33333333333333,2.16024689946929,29,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,5.33333333333333,2.16024689946929,39,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,8.66666666666667,0.816496580927726,52,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,16.6666666666667,3.2659863237109,70,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,31.3333333333333,2.16024689946929,93,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,44.6666666666667,4.08248290463863,125,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,59.3333333333333,3.2659863237109,167,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,86,2.82842712474619,224,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,31,MultiPulse_Whole_cell_Voltage_clamp,9,11099,1,4277,Left,107.333333333333,11.8602979164381,300,3,0.5,021026Ac8,ON transient medium RF,high,F,ventral down,HFD,8,-415,339,DT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,0,0,-500,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,0,0,-360,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,0,0,-259,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,0,0,-186,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,6,2.44948974278318,-134,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,7.33333333333333,2.94392028877595,-97,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,13.3333333333333,7.11805216802088,-69,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,17.3333333333333,0.816496580927726,-50,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,12,1.41421356237309,-36,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,21.3333333333333,3.2659863237109,-26,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,19.3333333333333,4.96655480858378,-19,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,30.6666666666667,10.4243305140746,-13,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,25.3333333333333,0.816496580927726,-10,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,24,5.09901951359278,-7,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,22.6666666666667,2.94392028877595,-5,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,20,1.41421356237309,5,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,24.6666666666667,5.8878405775519,7,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,30.6666666666667,4.54606056566195,10,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,25.3333333333333,0.816496580927726,13,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,30.6666666666667,2.16024689946929,19,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,33.3333333333333,4.96655480858378,26,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,31.3333333333333,1.63299316185545,36,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,39.3333333333333,5.35412613473634,50,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,38,3.74165738677394,69,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,52,6.16441400296898,97,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,57.3333333333333,6.68331255192114,134,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,66,3.74165738677394,186,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,88,2.44948974278318,259,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,106,5.09901951359278,360,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,32,MultiPulse_Whole_cell_Voltage_clamp,10,11092,1,4277,Left,129.333333333333,6.97614984548545,500,3,0.5,021026Ac20,ON alpha,high,F,ventral down,HFD,20,-1788,-255,VT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-300,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-224,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-167,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-125,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-93,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-70,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-52,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-39,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-29,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-22,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-16,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-12,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-9,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-7,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,-5,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,0,0,5,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,3.33333333333333,2.16024689946929,7,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,1.33333333333333,0.816496580927726,9,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,2.66666666666667,0.816496580927726,12,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,4.66666666666667,3.55902608401044,16,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,3.33333333333333,2.16024689946929,22,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,10,3.74165738677394,29,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,24.6666666666667,7.78888096369861,39,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,32.6666666666667,5.71547606649408,52,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,46,5.65685424949238,70,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,63.3333333333333,3.55902608401044,93,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,75.3333333333333,2.16024689946929,125,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,92.6666666666667,0.816496580927726,167,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,104.666666666667,4.32049379893857,224,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026A,33,MultiPulse_Whole_cell_Voltage_clamp,20,11100,1,4277,Left,91.3333333333333,4.54606056566195,300,3,0.5,021026Ac9,ON DS sustained - dorsonasal,high,F,ventral down,HFD,9,-428,317,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,0,0,-300,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,0,0,-224,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,0,0,-167,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,0,0,-125,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,0,0,-93,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,0,0,-70,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,0.666666666666667,0.816496580927726,-52,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,2,1.41421356237309,-39,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,5.33333333333333,2.16024689946929,-29,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,4.66666666666667,1.63299316185545,-22,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,7.33333333333333,3.55902608401044,-16,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,10,4.89897948556636,-12,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,10,2.44948974278318,-9,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,9.33333333333333,2.94392028877595,-7,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,15.3333333333333,5.71547606649408,-5,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,21.3333333333333,5.71547606649408,5,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,16,5.09901951359278,7,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,25.3333333333333,10.2306728354819,9,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,24.6666666666667,5.8878405775519,12,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,26.6666666666667,5.71547606649408,16,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,26.6666666666667,3.55902608401044,22,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,32,4.24264068711928,29,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,38.6666666666667,4.54606056566195,39,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,46.6666666666667,4.54606056566195,52,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,53.3333333333333,5.71547606649408,70,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,66.6666666666667,5.35412613473634,93,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,74,5.09901951359278,125,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,68,31.8433666561813,167,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,82,30.6267856622271,224,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,34,MultiPulse_CC_Whole_cell,9,11108,1,4277,Right,36,21.9544984001001,300,3,0.5,021026Bc3,ON vertical OS large RF,high,F,ventral down,HFD,3,876,519,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-300,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-224,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-167,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-125,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-93,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-70,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-52,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-39,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-29,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-22,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-16,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-12,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-9,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-7,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,-5,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,5,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0,0,7,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,0.666666666666667,0.816496580927726,9,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,1.33333333333333,0.816496580927726,12,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,4,2.82842712474619,16,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,7.33333333333333,2.16024689946929,22,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,11.3333333333333,0.816496580927726,29,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,20,1.41421356237309,39,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,28.6666666666667,1.63299316185545,52,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
021026B,35,MultiPulse_Whole_cell_CC,3,11110,1,4277,Right,40,2.44948974278318,70,3,0.5,021026Bc5,ON DS sustained - dorsonasal,high,F,ventral down,HFD,5,823,474,DT
