spot_size,on_spikes,off_spikes,cell_type,cell_id,dataset_name,cell_new_id
511,31,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
574,31,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
636,30,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
699,32,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
762,26.5,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
824,27.3333333333333,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
887,28,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
949,27.5,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
1012,25.5,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
1075,24.6666666666667,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
1137,24,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
1200,23.6666666666667,0,ON transient MeRF,"081815Ac13",SpotsMultiSize_fromDark_spikes,3249
10,0,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
73,0,14,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
135,0,27,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
198,0,41,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
261,0,62,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
323,0,63,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
386,0,63,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
448,0,60,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
511,0,57,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
574,0,55,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
636,0,50,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
699,0,46,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
762,0,49,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
824,0,48,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
887,0,44,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
949,0,47,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
1012,0,49,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
1075,0,46,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
1137,0,46,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
1200,0,47,ON transient MeRF,"081815Ac2",SpotsMultiSize_darkSpots,3250
10,5,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
73,22,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
135,41.5,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
198,52.5,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
261,63,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
323,69,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
386,64.5,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
448,65,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
511,62,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
574,55.5,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
636,54.5,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
699,53,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
762,54.5,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
824,47,4,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
887,54.5,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
949,47.5,0.5,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
1012,46.3333333333333,0.333333333333333,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
1075,50,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
1137,49.5,0.5,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
1200,47.5,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_fromDark,3251
10,0,0,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
73,14.3333333333333,0.333333333333333,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
135,28,1.66666666666667,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
198,37.6666666666667,7.66666666666667,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
261,45.3333333333333,9.66666666666667,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
323,50.3333333333333,73,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
386,50.6666666666667,16.6666666666667,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
448,45,18.6666666666667,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
511,44.6666666666667,33,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
574,41,27.3333333333333,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
636,41,33.3333333333333,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
699,38.6666666666667,35.3333333333333,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
762,39,31.6666666666667,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
824,36.6666666666667,34,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
887,33.6666666666667,33.6666666666667,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
949,36,34.6666666666667,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
1012,33.3333333333333,32.3333333333333,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
1075,31,30,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
1137,30.6666666666667,30,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
1200,29.6666666666667,28.3333333333333,ON transient MeRF,"081815Ac2",SpotsMultiSize_lightSpots,3252
30,2.33333333333333,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
42,4,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
59,16.3333333333333,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
82,28.6666666666667,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
115,34.6666666666667,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
160,38,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
224,38.6666666666667,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
314,37.3333333333333,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
439,27.3333333333333,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
614,25.3333333333333,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
858,24,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
1200,23.6666666666667,0,ON transient MeRF,"081919Ac20",SpotsMultiSize,3253
30,0,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
42,0,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
59,1.5,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
82,21,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
115,29.5,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
160,36,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
224,48,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
314,58.5,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
439,47,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
614,37.5,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
858,40.5,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
1200,28.5,0,ON transient MeRF,"081919Ac22",SpotsMultiSize,3254
30,7.33333333333333,0,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
42,17.3333333333333,2.66666666666667,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
59,25,1.66666666666667,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
82,27,0,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
115,32,1.33333333333333,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
160,39,1,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
224,43.6666666666667,0,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
314,60,3,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
439,56.6666666666667,2.33333333333333,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
614,48.6666666666667,1.66666666666667,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
858,44,6.66666666666667,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
1200,39.6666666666667,2.33333333333333,ON transient MeRF,"081919Bc11",SpotsMultiSize,3255
30,0,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
42,5,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
59,9.5,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
82,12,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
115,16,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
160,21.5,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
224,28,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
314,35.5,1.5,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
439,35.5,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
614,20.5,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
858,20.5,1.5,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
1200,24.5,0,ON transient MeRF,"081919Bc15",SpotsMultiSize,3256
30,4,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
42,12.6666666666667,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
59,19.3333333333333,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
82,30.3333333333333,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
115,36,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
160,48,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
224,51.3333333333333,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
314,40.6666666666667,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
439,31.3333333333333,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
614,31,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
858,28.6666666666667,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
1200,26.6666666666667,0,ON transient MeRF,"082119Bc1",SpotsMultiSize,3257
30,0,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
42,2,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
59,11.5,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
82,25.3333333333333,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
115,31,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
160,40,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
224,45.6666666666667,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
314,32.5,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
439,27.3333333333333,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
614,26.5,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
858,24,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
1200,25,0,ON transient MeRF,"082119Bc13",SpotsMultiSize,3258
30,7.33333333333333,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
42,17,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
59,28.6666666666667,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
82,39.3333333333333,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
115,45.6666666666667,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
160,48.5,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
224,57.5,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
314,52,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
439,34,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
614,28.5,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
858,30.3333333333333,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
1200,25,0,ON transient MeRF,"082219Bc5",SpotsMultiSize,3259
10,0,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
73,15,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
135,27.25,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
198,32,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
261,34.3333333333333,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
323,30.3333333333333,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
386,25.6666666666667,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
448,24,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
511,21.6666666666667,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
574,20.6666666666667,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
636,18.3333333333333,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
699,17.6666666666667,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
762,18,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
824,17.3333333333333,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
887,17,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
949,17,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
1012,17.3333333333333,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
1075,17,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
1137,16.3333333333333,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
1200,14.3333333333333,0,ON transient MeRF,"082715Bc4",SpotsMultiSize,3260
10,2,2,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
73,5,1,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
135,30,0,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
261,44,6,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
323,43,0,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
386,39,0,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
448,40,6,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
636,33,0,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
824,35,4,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
887,31,1,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
949,32,0,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
1012,30,1,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
1137,29,3,ON transient MeRF,"090816Bc3",SpotsMultiSize,3261
30,4.5,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
42,11.3333333333333,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
59,15,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
82,27,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
115,29.3333333333333,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
160,38.5,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
224,40.5,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
314,36.5,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
439,25,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
614,24,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
858,21,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
1200,26,0,ON transient MeRF,"093019Ac13",SpotsMultiSize,3262
30,0.8,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
42,5.5,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
59,14,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
82,21,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
115,26.5,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
160,32,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
224,33.6666666666667,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
314,30.8333333333333,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
439,23.8,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
614,19.8333333333333,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
858,16.8,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
1200,17.1666666666667,0,ON transient MeRF,"093019Ac21",SpotsMultiSize,3263
30,17.5,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
42,26.6666666666667,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
59,34.5,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
82,51.5,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
115,63.5,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
160,77,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
224,77,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
314,65,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
439,58,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
614,53,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
858,50.5,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
1200,48,0,ON transient MeRF,"100319Ac28",SpotsMultiSize,3264
10,0,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
13,0,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
17,3,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
21,1.5,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
27,5,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
35,6,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
45,8,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
58,21,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
75,25.5,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
97,35,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
124,46,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
160,55,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
206,56,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
265,58,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
340,56,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
438,50,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
563,41,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
725,40.5,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
933,35,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
1200,37.5,0,ON transient MeRF,"100416Bc2",SpotsMultiSize,3265
30,0,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
42,0,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
59,0,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
82,6.75,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
115,8.75,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
160,26.5,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
224,43,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
314,37.75,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
439,38,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
614,27.75,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
858,22,0,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
1200,16.75,1.25,ON transient MeRF,"100617Bc1",SpotsMultiSize,3266
30,1,0.333333333333333,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
42,0,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
59,3,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
82,14,0.333333333333333,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
115,33,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
160,40,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
224,51,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
314,48,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
439,41.5,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
614,40,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
858,37,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
1200,34.3333333333333,0,ON transient MeRF,"100617Bc2",SpotsMultiSize,3267
30,0,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
42,2,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
59,6.5,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
82,18.5,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
115,26,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
160,36,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
224,37.5,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
314,32,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
439,26,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
614,22,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
858,19.5,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
1200,16.5,0,ON transient MeRF,"100719Ac19",SpotsMultiSize,3268
30,3,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
39,8,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
51,18,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
66,28,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
86,34.5,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
112,40.5,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
146,47,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
190,51.5,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
247,48,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
321,45,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
418,37.5,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
544,26.5,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
708,24,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
922,24.5,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
1200,23.3333333333333,0,ON transient MeRF,"101416Ac7",SpotsMultiSize,3269
30,6,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
39,9.33333333333333,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
51,15.6666666666667,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
66,24.6666666666667,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
86,30.5,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
112,45,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
146,53,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
190,62.3333333333333,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
247,60.6666666666667,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
321,48,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
418,38.3333333333333,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
544,35,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
708,31.3333333333333,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
922,27,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
1200,24,0,ON transient MeRF,"101916Ac10",SpotsMultiSize,3270
30,2.75,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
42,9.5,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
59,13,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
82,20,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
115,22.3333333333333,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
160,28.25,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
224,31.75,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
314,27.25,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
439,23.25,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
614,18.25,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
858,16.5,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
1200,17.6,0,ON transient MeRF,"102016Ac2",SpotsMultiSize,3271
30,5.66666666666667,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
42,17.3333333333333,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
59,26,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
82,42,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
115,51,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
160,61.3333333333333,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
224,56.3333333333333,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
314,38,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
439,27.3333333333333,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
614,24.3333333333333,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
858,21.6666666666667,0.333333333333333,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
1200,23,0,ON transient MeRF,"110218Ac17",SpotsMultiSize,3272
30,1.33333333333333,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
42,1,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
59,2,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
82,19,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
115,25,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
160,40.6666666666667,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
224,51.3333333333333,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
314,39.6666666666667,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
439,33,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
614,27,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
858,24.6666666666667,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
1200,26.6666666666667,0,ON transient MeRF,"110218Ac27",SpotsMultiSize,3273
10,0,0,ON transient MeRF,"110315Ac2",SpotsMultiSize,3274
73,20,0,ON transient MeRF,"110315Ac2",SpotsMultiSize,3274
135,34,0,ON transient MeRF,"110315Ac2",SpotsMultiSize,3274
